V1,movieId,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating,Cluster
23068,110537,Boys' Night Out (1962),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1
23069,110541,"Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
23070,110546,MC5: Kick Out the Jams (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23071,110548,"Loving Story, The (2011)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7,6
23072,110551,Boca (2010),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,3
23073,110553,The Amazing Spider-Man 2 (2014),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.20138888888889,7
23074,110555,Love Meetings (Comizi d'amore) (1964),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6
23075,110557,Graceland (2012),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3
23076,110562,Dragonfly (1976),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
23077,110564,"Slams, The (1973)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,3
23078,110566,Son of Batman (2014),0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.51666666666667,4
23079,110568,"Terror Beneath the Sea, The (Kaitei daisensô) (1966)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7
23080,110580,Trancers III (1992),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,7
23081,110582,16 Acres (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23082,110584,Shenandoah (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23083,110586,Calvary (2014),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75304878048781,1
23084,110588,"Iran Job, The (2012)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.375,6
23085,110591,Oculus (2013),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.26666666666667,3
23086,110593,Full House (O. Henry's Full House) (1952),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4,3
23087,110597,Angels in the Outfield (1951),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.08333333333333,4
23088,110599,"Sweet Jesus, Preacherman (1973)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5,3
23089,110601,"Cosmic Monster, The (1958)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,7
23090,110603,God's Not Dead (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8,3
23091,110607,Dinoshark (2010),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.125,7
23092,110609,Our Blushing Brides (1930),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,3
23093,110611,Cold in July (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.21794871794872,3
23094,110613,"Second Woman, The (1950)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,2
23095,110627,Hit Lady (1974),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3
23096,110629,All American Chump (1936),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1
23097,110633,Arsène Lupin (1932),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,5
23098,110635,Beauty and the Beast (1962),0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3.5,10
23099,110637,Beauty and the Beast (Beauty and the Beasts: A Dark Tale) (2009),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4
23100,110639,"Beauty and the Beast (Belle et la bête, La) (2014)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.85714285714286,4
23101,110641,G@me (2003),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3
23102,110643,Claustrofobia (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3
23103,110645,"Witching and Bitching (Brujas de Zugarramurdi, Las) (2014)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.09090909090909,4
23104,110649,March or Die (1977),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,9
23105,110653,"Signal, The (Señal, La) (2007)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,2
23106,110655,Rio 2 (2014),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08088235294118,10
23107,110657,Hiding Cot (Piilopirtti) (1978),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1
23108,110669,"Honest Liar, An (2014)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3,6
23109,110671,Cutlet for Three (Ein Schnitzel für drei) (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1
23110,110673,Echoes from the Dead (Skumtimmen) (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.25,5
23111,110675,In Your Eyes (2014),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.57894736842105,4
23112,110678,Bears (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23113,110686,Breaking Point (2009),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3
23114,110718,Fading Gigolo (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44285714285714,1
23115,110730,Transcendence (2014),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.07432432432432,7
23116,110739,"Reckoning, The (1969)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,3
23117,110744,Leo the Last (1970),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,1
23118,110746,Hatchet III (2013),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.27777777777778,1
23119,110748,Wake Wood (2010),0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2.75,5
23120,110750,Heaven Is for Real (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.35714285714286,3
23121,110752,Mondo Hollywood (1967),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.83333333333333,6
23122,110763,Made for Each Other (1971),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
23123,110765,Pulling Strings (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.25,1
23124,110769,Bullet Ballet (1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3.5,7
23125,110771,"Other Woman, The (2014)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.08396946564886,1
23126,110773,"Haunted House 2, A (2014)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.21428571428571,1
23127,110779,What Matters Most (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
23128,110781,Mulan II (2004),0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.84210526315789,10
23129,110788,Jupiter's Darling (1955),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.25,8
23130,110790,Along the Sungari River (Song hua jiang shang) (1947),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
23131,110792,Ghost Adventures (2004),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.16666666666667,6
23132,110794,Out of the Blue (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23133,110796,Le Week-End (2013),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.43103448275862,1
23134,110798,Ikigami (2008),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4.5,5
23135,110800,"Second Man, The (O Defteros Andras) (2013)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,3
23136,110802,Family Tree (2012),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,3
23137,110805,"Glass Slipper, The (1955)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.5,8
23138,110807,All About the Feathers (Por Las Plumas) (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
23139,110809,Vampire Academy (2014),0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.05882352941176,4
23140,110811,Dead in the Water (2002),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,3
23141,110813,Girl on a Bicycle (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.41666666666667,1
23142,110818,Which Way to the Front? (1970),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
23143,110824,Robocroc (2013),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.25,3
23144,110826,Brick Mansions (2014),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.78571428571429,3
23145,110828,Devil's Knot (2013),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2.36111111111111,3
23146,110845,Bright Lights (1935),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
23147,110850,Broadway Melody of 1938 (1937),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.25,8
23148,110852,Broadway Rhythm (1944),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8
23149,110854,Broadway Serenade (1939),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,8
23150,110858,Firstborn (1984),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.25,3
23151,110860,"Nature of the Beast, The (1995)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.66666666666667,5
23152,110867,Conquest 1453 (Fetih 1453) (2012),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.5,9
23153,110871,"Rocket, The (2013)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.71875,3
23154,110873,"Centenarian Who Climbed Out the Window and Vanished, The (Hundraåringen som klev ut genom fönstret och försvann) (2013)",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,1
23155,110880,New Orleans Uncensored (1955),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2.5,2
23156,110882,Locke (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.58563535911602,3
23157,110884,Shinobi No Mono 4: Siege (1964),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,9
23158,110889,"Point Men, The (2001)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5,3
23159,110892,Mortified Nation (2013),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23160,110895,Goya: Crazy Like a Genius (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23161,110897,Alter Egos (2012),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1
23162,110899,Rage (2014),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.35294117647059,3
23163,110921,Anne of Green Gables (1934),0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10
23164,110948,September (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
23165,110951,Tungsten (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3
23166,110966,Garden Lovers (Eedenistä pohjoiseen) (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.75,6
23167,110968,Pompeii (2014),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.43478260869565,3
23168,110970,Tout ce qui brille (2010),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.875,1
23169,110975,Donovan's Echo (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.5,7
23170,110982,13/13/13 (2013),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
23171,110984,Age of Dinosaurs (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,7
23172,111031,Manufacturing Reality: Slavoj Zizek and the Reality of the Virtual (Slavoj Zizek: The Reality of the Virtual) (2004),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,6
23173,111036,Attack from Space (1965),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7
23174,111038,Ten Violent Women (1982),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3
23175,111040,"3 Holiday Tails (Golden Christmas 2: The Second Tail, A) (2011)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,10
23176,111042,"Fever in the Blood, A (1961)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
23177,111044,"Golden Christmas, A (2009)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,10
23178,111046,"Golden Christmas 3, A (2012)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,10
23179,111050,"Haunting at Silver Falls, A (2013)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.5,3
23180,111100,Three Faces East (1930),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3.5,9
23181,111103,Mumblecore (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,3
23182,111105,Little Fauss and Big Halsy (1970),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
23183,111107,Silver Bears (1978),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1
23184,111109,"Man Who Loved Cat Dancing, The (1973)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3
23185,111111,Il Capitano (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,3
23186,111113,Neighbors (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09276729559748,1
23187,111115,"Girl, The (Flickan) (2009)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.875,3
23188,111119,Man in the Wilderness (1971),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3
23189,111124,Trick (2010),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3
23190,111126,"Gladiators, The (Gladiatorerna) (1969)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.5,7
23191,111128,"Oh, Sun (Soleil O) (1967)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,3
23192,111130,Powers of Ten (1977),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6
23193,111142,"Resurrection, A (2013)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3
23194,111144,Alpha and Omega 2: A Howl-iday Adventure (Alpha & Omega 2) (2013),0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,10
23195,111146,Alpha and Omega 3: The Great Wolf Games (2014),0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,10
23196,111170,Axed (2012),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,3
23197,111226,All of Me (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23198,111228,"Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times, A (2013)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23199,111230,Henry Kissinger: Secrets of a Superpower (Henry Kissinger - Geheimnisse einer Supermacht) (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23200,111233,Tentacles (Tentacoli) (1977),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.25,7
23201,111235,Jodorowsky's Dune (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.87931034482759,6
23202,111237,Unlawful Killing (2011),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6
23203,111245,"Case of You, A (2013)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3,1
23204,111247,"Blind Menace, The (Shiranui kengyô) (1960)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75,3
23205,111249,Belle (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.52586206896552,3
23206,111251,"Immigrant, The (2013)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.13095238095238,3
23207,111253,Pulling John (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6
23208,111255,"Wednesday!, A (2008)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.66666666666667,3
23209,111257,Blindman (1971),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
23210,111259,Good People (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.67857142857143,3
23211,111261,Heldorado (1946),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,8
23212,111264,"Wild Life, The (1984)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
23213,111266,Combat Girls (Kriegerin) (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.125,3
23214,111283,Tonight You're Mine (2011),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.75,1
23215,111285,Crack-Up (1946),0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2
23216,111287,Magic Magic (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.1,3
23217,111290,Heli (2013),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.875,3
23218,111303,I Think We're Alone Now (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7,6
23219,111310,Hide in Plain Sight (1980),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
23220,111312,Into the Blue 2: The Reef (2009),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3
23221,111314,Into the Storm (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.35714285714286,9
23222,111316,Atomic Rulers of the World (1965),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5,7
23223,111320,Mom's Night Out (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63333333333333,1
23224,111329,Memorial Day (2011),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.5,9
23225,111332,Viola (2012),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
23226,111343,"Enemy of the People, An (Ganashatru) (1989)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
23227,111345,Gods of the Plague (Götter der Pest) (1970),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
23228,111347,Master of the House (Du skal ære din hustru) (Thou Shalt Honour Thy Wife) (1925),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
23229,111349,"Redes (Fishermen's Nets) (Wave, The) (1936)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,3
23230,111351,Samaritan Zatoichi (Zatôichi kenka-daiko) (Zatôichi 19) (1968),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5,3
23231,111360,Lucy (2014),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.05147058823529,7
23232,111362,X-Men: Days of Future Past (2014),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.82366362451108,7
23233,111364,Godzilla (2014),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.96441605839416,7
23234,111368,Paid (1930),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2.5,2
23235,111370,Walter Defends Sarajevo (Valter brani Sarajevo) (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5,9
23236,111373,Lovely Molly (2011),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.33333333333333,3
23237,111375,Walk of Shame (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92045454545455,1
23238,111377,Crystal Lake Memories: The Complete History of Friday the 13th (2013),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.66666666666667,6
23239,111380,Hunt vs Lauda: F1's Greatest Racing Rivals (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6
23240,111384,Blue Ruin (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.64705882352941,3
23241,111387,Palo Alto (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,3
23242,111389,Kid Cannabis (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.73076923076923,3
23243,111401,"Home and the World, The (Ghare-Baire) (1984)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75,3
23244,111403,"Stranger, The (Agantuk) (Visitor, The) (1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.83333333333333,3
23245,111405,Trances (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.5,8
23246,111407,"Chambre en ville, Une (Room in Town, A) (1982)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,8
23247,111409,Zatoichi and the Fugitives (Zatôichi hatashi-jô) (Zatôichi 18) (1968),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,3
23248,111411,Zatoichi at Large (Zatôichi goyô-tabi) (Zatôichi 23) (1972),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5,3
23249,111436,Jim Gaffigan: Obsessed (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86842105263158,1
23250,111439,Legends of Oz: Dorothy's Return (2014),0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,10
23251,111441,"Lady in Number 6: Music Saved My Life, The (2014)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.42857142857143,6
23252,111443,Chef (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59375,1
23253,111445,"Doll Squad, The (1973)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.75,3
23254,111447,"Treasure Hunter, The (Ci ling) (2009)",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3.16666666666667,4
23255,111449,Burton and Taylor (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,3
23256,111451,In a Town This Size (2011),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,6
23257,111453,Strip Search (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
23258,111456,"Brasher Doubloon, The (1947)",0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2
23259,111458,Blaise Pascal (1972),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,3
23260,111460,Rosemary's Baby (2014),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.79166666666667,3
23261,111462,"Beach Girls and the Monster, The (1965)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3
23262,111464,Top Banana (1954),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,8
23263,111468,Body of Water (Syvälle salattu) (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2.83333333333333,5
23264,111486,Lesson of the Evil (Aku no kyôten) (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.25,3
23265,111499,Zatoichi in Desperation (Shin Zatôichi monogatari: Oreta tsue) (Zatôichi 24) (1972),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5,3
23266,111505,"Love God?, The (1969)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
23267,111507,"Last Time I Saw Archie, The (1961)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,9
23268,111509,24 Exposures (2013),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2.5,3
23269,111515,Zatoichi's Conspiracy (Shin Zatôichi monogatari: Kasama no chimatsuri) (Zatôichi 25) (1973),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
23270,111517,10.000 Km (Long Distance) (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,3
